model,Amazon-dfs-2/churn,avs-dfs-2/repeater,diginetica-dfs-2/ctr,outbrain-small-dfs-2/ctr,rel-amazon-dfs-2/item-churn,rel-amazon-dfs-2/user-churn,rel-avito-dfs-2/user-clicks,rel-avito-dfs-2/user-visits,rel-event-dfs-2/user-ignore,rel-event-dfs-2/user-repeat,rel-f1-dfs-2/driver-dnf,rel-f1-dfs-2/driver-top3,rel-hm-dfs-2/user-churn,rel-stack-dfs-2/user-badge,rel-stack-dfs-2/user-engagement,rel-trial-dfs-2/study-outcome,retailrocket-dfs-2/cvr,stackexchange-dfs-2/churn,stackexchange-dfs-2/upvote,average
plurel_scale_complex_hsbm_v2/model_eval00096.pt,0.6322,0.5475,0.648,0.5161,0.7357,0.6321,0.6104,0.6216,0.8026,0.6898,0.7202,0.8069,0.6182,0.8033,0.8024,0.5717,0.7337,0.8221,0.8456,0.6926
