model,Amazon-dfs-2/churn,avs-dfs-2/repeater,diginetica-dfs-2/ctr,outbrain-small-dfs-2/ctr,rel-amazon-dfs-2/item-churn,rel-amazon-dfs-2/user-churn,rel-avito-dfs-2/user-clicks,rel-avito-dfs-2/user-visits,rel-event-dfs-2/user-ignore,rel-event-dfs-2/user-repeat,rel-f1-dfs-2/driver-dnf,rel-f1-dfs-2/driver-top3,rel-hm-dfs-2/user-churn,rel-stack-dfs-2/user-badge,rel-stack-dfs-2/user-engagement,rel-trial-dfs-2/study-outcome,retailrocket-dfs-2/cvr,stackexchange-dfs-2/churn,stackexchange-dfs-2/upvote,average
plurel_scale_complex_hsbm_v2/model_eval00128.pt,0.6468,0.5482,0.6541,0.5091,0.7429,0.6295,0.6245,0.5974,0.7957,0.6778,0.7176,0.8019,0.6091,0.8154,0.814,0.5919,0.7361,0.8272,0.8479,0.6941
