model,Amazon-dfs-2/churn,avs-dfs-2/repeater,diginetica-dfs-2/ctr,outbrain-small-dfs-2/ctr,rel-amazon-dfs-2/item-churn,rel-amazon-dfs-2/user-churn,rel-avito-dfs-2/user-clicks,rel-avito-dfs-2/user-visits,rel-event-dfs-2/user-ignore,rel-event-dfs-2/user-repeat,rel-f1-dfs-2/driver-dnf,rel-f1-dfs-2/driver-top3,rel-hm-dfs-2/user-churn,rel-stack-dfs-2/user-badge,rel-stack-dfs-2/user-engagement,rel-trial-dfs-2/study-outcome,retailrocket-dfs-2/cvr,stackexchange-dfs-2/churn,stackexchange-dfs-2/upvote,average
my_hsbm_v3/model_eval00120.pt,0.5484,0.5376,0.5863,0.5194,0.7491,0.6257,0.5647,0.6087,0.8128,0.465,0.7094,0.8064,0.6365,0.8034,0.82,0.5694,0.7571,0.822,0.84,0.6727
