model,Amazon-dfs-2/churn,avs-dfs-2/repeater,diginetica-dfs-2/ctr,outbrain-small-dfs-2/ctr,rel-amazon-dfs-2/item-churn,rel-amazon-dfs-2/user-churn,rel-avito-dfs-2/user-clicks,rel-avito-dfs-2/user-visits,rel-event-dfs-2/user-ignore,rel-event-dfs-2/user-repeat,rel-f1-dfs-2/driver-dnf,rel-f1-dfs-2/driver-top3,rel-hm-dfs-2/user-churn,rel-stack-dfs-2/user-badge,rel-stack-dfs-2/user-engagement,rel-trial-dfs-2/study-outcome,retailrocket-dfs-2/cvr,stackexchange-dfs-2/churn,stackexchange-dfs-2/upvote,average
RDBPFN_single/model_eval00360.pt,0.7378,0.53,0.6516,0.4719,0.6667,0.607,0.6221,0.6142,0.7565,0.6572,0.664,0.7937,0.6393,0.8181,0.7985,0.5961,0.7453,0.8465,0.8322,0.6868
